:START_ID(Tweet),:END_ID(Tweet),:TYPE
930045287069921285,930045417303060481,Retweeted
930045417298862086,930045287069921285,Retweet
930045287069921285,930045417298862086,Retweeted
930045417290547205,930045287069921285,Retweet
930045287069921285,930045417290547205,Retweeted
930045417282183168,930045287069921285,Retweet
930045287069921285,930045417282183168,Retweeted
930045417282142214,930045287069921285,Retweet
930045287069921285,930045417282142214,Retweeted
930045417256914945,930045287069921285,Retweet
930045287069921285,930045417256914945,Retweeted
930045417202499584,930045287069921285,Retweet
930045287069921285,930045417202499584,Retweeted
930045417198252032,930045287069921285,Retweet
930045287069921285,930045417198252032,Retweeted
930045417194078208,930045287069921285,Retweet
930045287069921285,930045417194078208,Retweeted
930045417194012672,930045287069921285,Retweet
930045287069921285,930045417194012672,Retweeted
930045415017340928,930042651386286080,Retweet
930042651386286080,930045415017340928,Retweeted
930045407752785925,930043768308461570,Retweet
930043768308461570,930045407752785925,Retweeted
930045401444569088,930043959438725120,Retweet
930043959438725120,930045401444569088,Retweeted
930045396977676288,930045077086441472,Retweet
930045077086441472,930045396977676288,Retweeted
930045394607886336,930044390793412608,Retweet
930044390793412608,930045394607886336,Retweeted
930045391629930496,930043971023368192,Retweet
930043971023368192,930045391629930496,Retweeted
930045388383547392,930043353521180672,Retweet
930043353521180672,930045388383547392,Retweeted
930045375288930305,930045052340105216,Retweet
930045052340105216,930045375288930305,Retweeted
930045373388800000,930042317100273664,Retweet
930042317100273664,930045373388800000,Retweeted
930045370024984576,930044360334499840,Retweet
930044360334499840,930045370024984576,Retweeted
930045366682005504,930045315486322689,Retweet
930045315486322689,930045366682005504,Retweeted
930045365834932224,930045059877294080,Retweet
930045059877294080,930045365834932224,Retweeted
930045365511970816,930043383015444481,Retweet
930043383015444481,930045365511970816,Retweeted
930045365339824128,930044558422949888,Retweet
930044558422949888,930045365339824128,Retweeted
930045359719636992,930044558422949888,Retweet
930044558422949888,930045359719636992,Retweeted
930045350500544512,930043132523220992,Retweet
930043132523220992,930045350500544512,Retweeted
930045335224897538,930044227828011009,Retweet
930044227828011009,930045335224897538,Retweeted
930045331177435138,930044558422949888,Retweet
930044558422949888,930045331177435138,Retweeted
930045327297695745,930045155545157634,Retweet
930045155545157634,930045327297695745,Retweeted
930045325309509634,930045295412613120,Retweet
930045295412613120,930045325309509634,Retweeted
930045322889449473,930044583056150530,Retweet
930044583056150530,930045322889449473,Retweeted
930045321983545344,930044583056150530,Retweet
930044583056150530,930045321983545344,Retweeted
930045318619648001,930043894804484098,Retweet
930043894804484098,930045318619648001,Retweeted
930045313083207680,930043971023368192,Retweet
930043971023368192,930045313083207680,Retweeted
930045312609243137,930044094469963776,Retweet
930044094469963776,930045312609243137,Retweeted
930045308247183360,930043172327251968,Retweet
930043172327251968,930045308247183360,Retweeted
930045303717117952,930043858297282561,Retweet
930043858297282561,930045303717117952,Retweeted
930045276710227968,930042496255778818,Retweet
930042496255778818,930045276710227968,Retweeted
930045272515862529,930044549954789376,Retweet
930044549954789376,930045272515862529,Retweeted
930045272427782145,930043353521180672,Retweet
930043353521180672,930045272427782145,Retweeted
930045268829069312,930042828348100608,Retweet
930042828348100608,930045268829069312,Retweeted
930045268359249920,930043141142597633,Retweet
930043141142597633,930045268359249920,Retweeted
930045264236199936,930044916826116098,Retweet
930044916826116098,930045264236199936,Retweeted
930045247681323008,930044094469963776,Retweet
930044094469963776,930045247681323008,Retweeted
930045225288036352,930043875263094791,Retweet
930043875263094791,930045225288036352,Retweeted
930045222112845824,930044583056150530,Retweet
930044583056150530,930045222112845824,Retweeted
930045219797721090,930043141142597633,Retweet
930043141142597633,930045219797721090,Retweeted
930045205130235904,930043630424920065,Retweet
930043630424920065,930045205130235904,Retweeted
930045196204630016,930043971023368192,Retweet
930043971023368192,930045196204630016,Retweeted
930045190693367808,930043119067901952,Retweet
930043119067901952,930045190693367808,Retweeted
930045186603978753,930043971023368192,Retweet
930043971023368192,930045186603978753,Retweeted
930045185903300608,930045075576385536,Retweet
930045075576385536,930045185903300608,Retweeted
930045183256924160,930043618622091266,Retweet
930043618622091266,930045183256924160,Retweeted
930045178559303680,930044916935294981,Retweet
930044916935294981,930045178559303680,Retweeted
930045175937884160,930044483428904960,Retweet
930044483428904960,930045175937884160,Retweeted
930045171961618435,930045050809208832,Retweet
930045050809208832,930045171961618435,Retweeted
930045170548166656,930043971023368192,Retweet
930043971023368192,930045170548166656,Retweeted
930045170443268096,930043495577919490,Retweet
930043495577919490,930045170443268096,Retweeted
930045169579253762,930044387274391552,Retweet
930044387274391552,930045169579253762,Retweeted
930045165770891264,930045078596448256,Retweet
930045078596448256,930045165770891264,Retweeted
930045162306326528,930044227828011009,Retweet
930044227828011009,930045162306326528,Retweeted
930045162243289088,930045078596448256,Retweet
930045078596448256,930045162243289088,Retweeted
930045159164792833,930043971023368192,Retweet
930043971023368192,930045159164792833,Retweeted
930045157872930817,930045077086441472,Retweet
930045077086441472,930045157872930817,Retweeted
930045156690202624,930045077086441472,Retweet
930045077086441472,930045156690202624,Retweeted
930045155469557760,930045077086441472,Retweet
930045077086441472,930045155469557760,Retweeted
930045154077093888,930045077086441472,Retweet
930045077086441472,930045154077093888,Retweeted
930045152764354566,930045077086441472,Retweet
930045077086441472,930045152764354566,Retweeted
930045152470716416,930044227828011009,Retweet
930044227828011009,930045152470716416,Retweeted
930045150667137024,930045077086441472,Retweet
930045077086441472,930045150667137024,Retweeted
930045149278810112,930045077086441472,Retweet
930045077086441472,930045149278810112,Retweeted
930045149224275968,930044425824325632,Retweet
930044425824325632,930045149224275968,Retweeted
930045147932479489,930045077086441472,Retweet
930045077086441472,930045147932479489,Retweeted
930045146397396995,930045077086441472,Retweet
930045077086441472,930045146397396995,Retweeted
930045144102993920,930044558422949888,Retweet
930044558422949888,930045144102993920,Retweeted
930045143993933824,930044947679666176,Retweet
930044947679666176,930045143993933824,Retweeted
930045139518619650,930044483428904960,Retweet
930044483428904960,930045139518619650,Retweeted
930045138100920322,930044558422949888,Retweet
930044558422949888,930045138100920322,Retweeted
930045137211797504,930044112333451265,Retweet
930044112333451265,930045137211797504,Retweeted
930045134946828288,930043925347180545,Retweet
930043925347180545,930045134946828288,Retweeted
930045130731671553,930044891715031040,Retweet
930044891715031040,930045130731671553,Retweeted
930045129427226624,930044558422949888,Retweet
930044558422949888,930045129427226624,Retweeted
930045124549025792,930043584274890752,Retweet
930043584274890752,930045124549025792,Retweeted
930045123320217601,930044146970185728,Retweet
930044146970185728,930045123320217601,Retweeted
930045120639942656,930043584274890752,Retweet
930043584274890752,930045120639942656,Retweeted
930045119113330689,930043022347251713,Retweet
930043022347251713,930045119113330689,Retweeted
930045118291120128,930042922694619136,Retweet
930042922694619136,930045118291120128,Retweeted
930045116508651522,930043917285908480,Retweet
930043917285908480,930045116508651522,Retweeted
930045116399599617,930043584274890752,Retweet
930043584274890752,930045116399599617,Retweeted
930045114315091968,930042665474908161,Retweet
930042665474908161,930045114315091968,Retweeted
930045112586944512,930043584274890752,Retweet
930043584274890752,930045112586944512,Retweeted
930045112448581632,930044620645568512,Retweet
930044620645568512,930045112448581632,Retweeted
930045106878427137,930043584274890752,Retweet
930043584274890752,930045106878427137,Retweeted
930045102377934848,930043584274890752,Retweet
930043584274890752,930045102377934848,Retweeted
930045097898524673,930043584274890752,Retweet
930043584274890752,930045097898524673,Retweeted
930045093662175234,930043584274890752,Retweet
930043584274890752,930045093662175234,Retweeted
930045090126426112,930043584274890752,Retweet
930043584274890752,930045090126426112,Retweeted
930045088532652032,930043618622091266,Retweet
930043618622091266,930045088532652032,Retweeted
930045088339705856,930044089726201857,Retweet
930044089726201857,930045088339705856,Retweeted
930045087962320897,930044558422949888,Retweet
930044558422949888,930045087962320897,Retweeted
930045085814628353,930043584274890752,Retweet
930043584274890752,930045085814628353,Retweeted
930045077971525633,930044227828011009,Retweet
930044227828011009,930045077971525633,Retweeted
930045068773388288,930044805371047936,Retweet
930044805371047936,930045068773388288,Retweeted
930045066864766976,930042922694619136,Retweet
930042922694619136,930045066864766976,Retweeted
930045058145021954,930043803045646337,Retweet
930043803045646337,930045058145021954,Retweeted
930045053027930112,930044387274391552,Retweet
930044387274391552,930045053027930112,Retweeted
930045050465148928,930043897291603969,Retweet
930043897291603969,930045050465148928,Retweeted
930045049504780288,930044558422949888,Retweet
930044558422949888,930045049504780288,Retweeted
930045045834768384,930044387274391552,Retweet
930044387274391552,930045045834768384,Retweeted
930045025882460160,930044558422949888,Retweet
930044558422949888,930045025882460160,Retweeted
930045022136872960,930043748972498944,Retweet
930043748972498944,930045022136872960,Retweeted
930045015409164288,930044589653684224,Retweet
930044589653684224,930045015409164288,Retweeted
930045008736002049,930044094469963776,Retweet
930044094469963776,930045008736002049,Retweeted
930045005879742470,930043345157619713,Retweet
930043345157619713,930045005879742470,Retweeted
930044998896246784,930043353521180672,Retweet
930043353521180672,930044998896246784,Retweeted
930044997965156354,930044094469963776,Retweet
930044094469963776,930044997965156354,Retweeted
930044997734240256,930044916935294981,Retweet
930044916935294981,930044997734240256,Retweeted
930044997243514880,930043917285908480,Retweet
930043917285908480,930044997243514880,Retweeted
930044996950155265,930044327132311552,Retweet
930044327132311552,930044996950155265,Retweeted
930044996048343042,930043971023368192,Retweet
930043971023368192,930044996048343042,Retweeted
930044984832561152,930043876043382784,Retweet
930043876043382784,930044984832561152,Retweeted
930044982899200001,930043032434610176,Retweet
930043032434610176,930044982899200001,Retweeted
930044980051181568,930043353521180672,Retweet
930043353521180672,930044980051181568,Retweeted
930044979891728384,930043172327251968,Retweet
930043172327251968,930044979891728384,Retweeted
930044977824092161,930044094469963776,Retweet
930044094469963776,930044977824092161,Retweeted
930044958769340418,930043172327251968,Retweet
930043172327251968,930044958769340418,Retweeted
930044950972190721,930044583056150530,Retweet
930044583056150530,930044950972190721,Retweeted
930044945460641792,930044387274391552,Retweet
930044387274391552,930044945460641792,Retweeted
930044930063560704,930044364386197505,Retweet
930044364386197505,930044930063560704,Retweeted
930044929673515010,930043032434610176,Retweet
930043032434610176,930044929673515010,Retweeted
930044925458006016,930043380578574337,Retweet
930043380578574337,930044925458006016,Retweeted
930044924413792256,930042754226442240,Retweet
930042754226442240,930044924413792256,Retweeted
930044921712660480,930044558422949888,Retweet
930044558422949888,930044921712660480,Retweeted
930044920324169728,930044227828011009,Retweet
930044227828011009,930044920324169728,Retweeted
930044919997222912,930044583056150530,Retweet
930044583056150530,930044919997222912,Retweeted
930044917556109314,930043971023368192,Retweet
930043971023368192,930044917556109314,Retweeted
930044917426114560,930044747355512833,Retweet
930044747355512833,930044917426114560,Retweeted
930044916633407488,930043953319235585,Retweet
930043953319235585,930044916633407488,Retweeted
930044904297910272,930042572197707783,Retweet
930042572197707783,930044904297910272,Retweeted
930044903492526080,930044413249708032,Retweet
930044413249708032,930044903492526080,Retweeted
930044903312289792,930042754226442240,Retweet
930042754226442240,930044903312289792,Retweeted
930044890037342208,930043032434610176,Retweet
930043032434610176,930044890037342208,Retweeted
930044888091111425,930043185891627008,Retweet
930043185891627008,930044888091111425,Retweeted
930044884073009153,930043172327251968,Retweet
930043172327251968,930044884073009153,Retweeted
930044884022575105,930042769313292289,Retweet
930042769313292289,930044884022575105,Retweeted
930044883942985729,930044558422949888,Retweet
930044558422949888,930044883942985729,Retweeted
930044882298667008,930043172327251968,Retweet
930043172327251968,930044882298667008,Retweeted
930044873658519552,930044558422949888,Retweet
930044558422949888,930044873658519552,Retweeted
930044869518725120,930043875263094791,Retweet
930043875263094791,930044869518725120,Retweeted
930044867119521797,930044585413398528,Retweet
930044585413398528,930044867119521797,Retweeted
930044849214164992,930044199780708352,Retweet
930044199780708352,930044849214164992,Retweeted
930044843396620288,930044242231095297,Retweet
930044242231095297,930044843396620288,Retweeted
930044842784247808,930043475239800832,Retweet
930043475239800832,930044842784247808,Retweeted
930044838979891201,930044311529390080,Retweet
930044311529390080,930044838979891201,Retweeted
930044838912970753,930044094801436672,Retweet
930044094801436672,930044838912970753,Retweeted
930044835502833665,930042862477160449,Retweet
930042862477160449,930044835502833665,Retweeted
930044832013316096,930043353521180672,Retweet
930043353521180672,930044832013316096,Retweeted
930044823607922688,930042551066873856,Retweet
930042551066873856,930044823607922688,Retweeted
930044819472252928,930044724093882368,Retweet
930044724093882368,930044819472252928,Retweeted
930044814434766848,930043032434610176,Retweet
930043032434610176,930044814434766848,Retweeted
930044812908224513,930044583056150530,Retweet
930044583056150530,930044812908224513,Retweeted
930044811301834753,930044094801436672,Retweet
930044094801436672,930044811301834753,Retweeted
930044807938011136,930044094469963776,Retweet
930044094469963776,930044807938011136,Retweeted
930044804465078272,930044558422949888,Retweet
930044558422949888,930044804465078272,Retweeted
930044804184072193,930044364386197505,Retweet
930044364386197505,930044804184072193,Retweeted
930044803567325184,930043032434610176,Retweet
930043032434610176,930044803567325184,Retweeted
930044802103742464,930043353521180672,Retweet
930043353521180672,930044802103742464,Retweeted
930044800795017216,930042868458143744,Retweet
930042868458143744,930044800795017216,Retweeted
930044799234859008,930044393871912960,Retweet
930044393871912960,930044799234859008,Retweeted
930044793043980289,930044558422949888,Retweet
930044558422949888,930044793043980289,Retweeted
930044789508239360,930043383015444481,Retweet
930043383015444481,930044789508239360,Retweeted
930044788115681280,930044558422949888,Retweet
930044558422949888,930044788115681280,Retweeted
930044768524042240,930043917285908480,Retweet
930043917285908480,930044768524042240,Retweeted
930044768268242944,930043032434610176,Retweet
930043032434610176,930044768268242944,Retweeted
930044761964244992,930043475239800832,Retweet
930043475239800832,930044761964244992,Retweeted
930044756184502272,930044094469963776,Retweet
930044094469963776,930044756184502272,Retweeted
930044752271200256,930043409812873216,Retweet
930043409812873216,930044752271200256,Retweeted
930044749163257856,930044583056150530,Retweet
930044583056150530,930044749163257856,Retweeted
930044748873764864,930044483428904960,Retweet
930044483428904960,930044748873764864,Retweeted
930044748064108550,930043858297282561,Retweet
930043858297282561,930044748064108550,Retweeted
930044744188567552,930044227828011009,Retweet
930044227828011009,930044744188567552,Retweeted
930044737901473793,930043345157619713,Retweet
930043345157619713,930044737901473793,Retweeted
930044735913304065,930043859526127616,Retweet
930043859526127616,930044735913304065,Retweeted
930044735359717377,930042828348100608,Retweet
930042828348100608,930044735359717377,Retweeted
930044733979754496,930042828348100608,Retweet
930042828348100608,930044733979754496,Retweeted
930044733795155969,930044558422949888,Retweet
930044558422949888,930044733795155969,Retweeted
930044713905901568,930043141142597633,Retweet
930043141142597633,930044713905901568,Retweeted
930044711611588609,930043345157619713,Retweet
930043345157619713,930044711611588609,Retweeted
930044708004474881,930044021577314304,Retweet
930044021577314304,930044708004474881,Retweeted
930044701243211776,930043353521180672,Retweet
930043353521180672,930044701243211776,Retweeted
930044689922736129,930044387274391552,Retweet
930044387274391552,930044689922736129,Retweeted
930044687599263745,930043353521180672,Retweet
930043353521180672,930044687599263745,Retweeted
930044681907400705,930044583056150530,Retweet
930044583056150530,930044681907400705,Retweeted
930044681773305861,930043768308461570,Retweet
930043768308461570,930044681773305861,Retweeted
930044681756569601,930044094469963776,Retweet
930044094469963776,930044681756569601,Retweeted
930044676110815233,930044089726201857,Retweet
930044089726201857,930044676110815233,Retweeted
930044673502019585,930043917285908480,Retweet
930043917285908480,930044673502019585,Retweeted
930044669240623104,930044094801436672,Retweet
930044094801436672,930044669240623104,Retweeted
930044668259307520,930042861688623104,Retweet
930042861688623104,930044668259307520,Retweeted
930044663087501313,930044457810124801,Retweet
930044457810124801,930044663087501313,Retweeted
930044662236303361,930044558422949888,Retweet
930044558422949888,930044662236303361,Retweeted
930044661670006784,930044583056150530,Retweet
930044583056150530,930044661670006784,Retweeted
930044659602247680,930044558422949888,Retweet
930044558422949888,930044659602247680,Retweeted
930044655835734016,930044089726201857,Retweet
930044089726201857,930044655835734016,Retweeted
930044654506184704,930043113342726144,Retweet
930043113342726144,930044654506184704,Retweeted
930044609249595392,930043455442706433,Retweet
930043455442706433,930044609249595392,Retweeted
930044608289132544,930044094469963776,Retweet
930044094469963776,930044608289132544,Retweeted
930044607739592704,930044089726201857,Retweet
930044089726201857,930044607739592704,Retweeted
930044603201478657,930043353521180672,Retweet
930043353521180672,930044603201478657,Retweeted
930044603150999553,930043858297282561,Retweet
930043858297282561,930044603150999553,Retweeted
930044601704026112,930042828348100608,Retweet
930042828348100608,930044601704026112,Retweeted
930044590224236545,930044094801436672,Retweet
930044094801436672,930044590224236545,Retweeted
930044585421737984,930044252213645314,Retweet
930044252213645314,930044585421737984,Retweeted
930044580866560003,930043317932445697,Retweet
930043317932445697,930044580866560003,Retweeted
930044575217012736,930044327132311552,Retweet
930044327132311552,930044575217012736,Retweeted
930044571370835968,930044089726201857,Retweet
930044089726201857,930044571370835968,Retweeted
930044562546069505,930042828348100608,Retweet
930042828348100608,930044562546069505,Retweeted
930044555965038598,930042828348100608,Retweet
930042828348100608,930044555965038598,Retweeted
930044553222021122,930044028590026753,Retweet
