:START_ID(Tweet),:END_ID(Tweet),:TYPE
930044028590026753,930044553222021122,Retweeted
930044552009928704,930044204117647360,Retweet
930044204117647360,930044552009928704,Retweeted
930044548671254528,930043022347251713,Retweet
930043022347251713,930044548671254528,Retweeted
930044546154721280,930043345157619713,Retweet
930043345157619713,930044546154721280,Retweeted
930044541465497600,930043758263054336,Retweet
930043758263054336,930044541465497600,Retweeted
930044540152635393,930043475239800832,Retweet
930043475239800832,930044540152635393,Retweeted
930044534242689024,930042769313292289,Retweet
930042769313292289,930044534242689024,Retweeted
930044523660632064,930044387274391552,Retweet
930044387274391552,930044523660632064,Retweeted
930044522620424192,930043894804484098,Retweet
930043894804484098,930044522620424192,Retweeted
930044518040244225,930044227828011009,Retweet
930044227828011009,930044518040244225,Retweeted
930044516001656832,930042828348100608,Retweet
930042828348100608,930044516001656832,Retweeted
930044510247313408,930044089726201857,Retweet
930044089726201857,930044510247313408,Retweeted
930044494925389826,930044364386197505,Retweet
930044364386197505,930044494925389826,Retweeted
930044491645505536,930044094469963776,Retweet
930044094469963776,930044491645505536,Retweeted
930044487069503490,930044094469963776,Retweet
930044094469963776,930044487069503490,Retweeted
930044475522584576,930044199780708352,Retweet
930044199780708352,930044475522584576,Retweeted
930044463644336128,930044364386197505,Retweet
930044364386197505,930044463644336128,Retweeted
930044459433234433,930043917285908480,Retweet
930043917285908480,930044459433234433,Retweeted
930044455276765184,930044094469963776,Retweet
930044094469963776,930044455276765184,Retweeted
930044454106554368,930042863437697024,Retweet
930042863437697024,930044454106554368,Retweeted
930044453020229632,930043611852541952,Retweet
930043611852541952,930044453020229632,Retweeted
930044444585295872,930043172327251968,Retweet
930043172327251968,930044444585295872,Retweeted
930044442916130816,930043110628974593,Retweet
930043110628974593,930044442916130816,Retweeted
930044424360427521,930044199780708352,Retweet
930044199780708352,930044424360427521,Retweeted
930044423240585216,930043832309202944,Retweet
930043832309202944,930044423240585216,Retweeted
930044422649188352,930043917285908480,Retweet
930043917285908480,930044422649188352,Retweeted
930044410129190912,930044094469963776,Retweet
930044094469963776,930044410129190912,Retweeted
930044405800751104,930044089726201857,Retweet
930044089726201857,930044405800751104,Retweeted
930044398460653568,930042700103024640,Retweet
930042700103024640,930044398460653568,Retweeted
930044395440676865,930044327132311552,Retweet
930044327132311552,930044395440676865,Retweeted
930044394962608128,930043119067901952,Retweet
930043119067901952,930044394962608128,Retweeted
930044394572480513,930043022347251713,Retweet
930043022347251713,930044394572480513,Retweeted
930044372124565505,930044227828011009,Retweet
930044227828011009,930044372124565505,Retweeted
930044371688460291,930044094469963776,Retweet
930044094469963776,930044371688460291,Retweeted
930044357348151296,930044094469963776,Retweet
930044094469963776,930044357348151296,Retweeted
930044355267657728,930043383015444481,Retweet
930043383015444481,930044355267657728,Retweeted
930044353577439232,930044227828011009,Retweet
930044227828011009,930044353577439232,Retweeted
930044334791065602,930043353521180672,Retweet
930043353521180672,930044334791065602,Retweeted
930044332509487105,930044000614174720,Retweet
930044000614174720,930044332509487105,Retweeted
930044326360551425,930044227828011009,Retweet
930044227828011009,930044326360551425,Retweeted
930044321914597379,930043925347180545,Retweet
930043925347180545,930044321914597379,Retweeted
930044312783671296,930043353521180672,Retweet
930043353521180672,930044312783671296,Retweeted
930044307825971200,930043875263094791,Retweet
930043875263094791,930044307825971200,Retweeted
930044291237515264,930042478442541056,Retweet
930042478442541056,930044291237515264,Retweeted
930044283066961920,930043757566840832,Retweet
930043757566840832,930044283066961920,Retweeted
930044282051944448,930044089726201857,Retweet
930044089726201857,930044282051944448,Retweeted
930044279359180802,930044089726201857,Retweet
930044089726201857,930044279359180802,Retweeted
930044278058995712,930044227828011009,Retweet
930044227828011009,930044278058995712,Retweeted
930044269024329729,930043858297282561,Retweet
930043858297282561,930044269024329729,Retweeted
930044261575352320,930044094469963776,Retweet
930044094469963776,930044261575352320,Retweeted
930044261067669504,930044094801436672,Retweet
930044094801436672,930044261067669504,Retweeted
930044243938119680,930042828348100608,Retweet
930042828348100608,930044243938119680,Retweeted
930044237768478720,930043172327251968,Retweet
930043172327251968,930044237768478720,Retweeted
930044237424549888,930043982700339201,Retweet
930043982700339201,930044237424549888,Retweeted
930044232294842368,930042863437697024,Retweet
930042863437697024,930044232294842368,Retweeted
930044216922853376,930044035489812480,Retweet
930044035489812480,930044216922853376,Retweeted
930044214037106694,930043032434610176,Retweet
930043032434610176,930044214037106694,Retweeted
930044198606311424,930043032434610176,Retweet
930043032434610176,930044198606311424,Retweeted
930044198342004736,930043353521180672,Retweet
930043353521180672,930044198342004736,Retweeted
930044193149513728,930044044360736773,Retweet
930044044360736773,930044193149513728,Retweeted
930044189177507840,930043559272579073,Retweet
930043559272579073,930044189177507840,Retweeted
930044185897562112,930042735695990785,Retweet
930042735695990785,930044185897562112,Retweeted
930044183204818944,930043630424920065,Retweet
930043630424920065,930044183204818944,Retweeted
930044175449513984,930044094469963776,Retweet
930044094469963776,930044175449513984,Retweeted
930044152166912001,930043353521180672,Retweet
930043353521180672,930044152166912001,Retweeted
930044141286936577,930043353521180672,Retweet
930043353521180672,930044141286936577,Retweeted
930044139072376834,930044021577314304,Retweet
930044021577314304,930044139072376834,Retweeted
930044105819852800,930043875263094791,Retweet
930043875263094791,930044105819852800,Retweeted
930044099133976576,930043353521180672,Retweet
930043353521180672,930044099133976576,Retweeted
930044084840009728,930043353521180672,Retweet
930043353521180672,930044084840009728,Retweeted
930044073704067073,930042828348100608,Retweet
930042828348100608,930044073704067073,Retweeted
930044069342040064,930043925347180545,Retweet
930043925347180545,930044069342040064,Retweeted
930044068780003328,930042754226442240,Retweet
930042754226442240,930044068780003328,Retweeted
930044054859022336,930043758263054336,Retweet
930043758263054336,930044054859022336,Retweeted
930044049242886144,930043917285908480,Retweet
930043917285908480,930044049242886144,Retweeted
930044047934349312,930043353521180672,Retweet
930043353521180672,930044047934349312,Retweeted
930044043253383168,930042740599083008,Retweet
930042740599083008,930044043253383168,Retweeted
930044035477078016,930043971631439872,Retweet
930043971631439872,930044035477078016,Retweeted
930044029311602688,930043872733990912,Retweet
930043872733990912,930044029311602688,Retweeted
930044023875792896,930043353521180672,Retweet
930043353521180672,930044023875792896,Retweeted
930044017311612929,930043132254867457,Retweet
930043132254867457,930044017311612929,Retweeted
930044006976782336,930043022347251713,Retweet
930043022347251713,930044006976782336,Retweeted
930044004544204800,930043093524647936,Retweet
930043093524647936,930044004544204800,Retweeted
930044000555425792,930043132254867457,Retweet
930043132254867457,930044000555425792,Retweeted
930043994511499264,930043094095089664,Retweet
930043094095089664,930043994511499264,Retweeted
930043993525768192,930043569049620480,Retweet
930043569049620480,930043993525768192,Retweeted
930043965075836928,930042560982274048,Retweet
930042560982274048,930043965075836928,Retweeted
930043963863715840,930043858297282561,Retweet
930043858297282561,930043963863715840,Retweeted
930043960520720384,930043499449323522,Retweet
930043499449323522,930043960520720384,Retweeted
930043956137734150,930042745548402688,Retweet
930042745548402688,930043956137734150,Retweeted
930043943634563072,930043032535293952,Retweet
930043032535293952,930043943634563072,Retweeted
930043939649982464,930043300198875137,Retweet
930043300198875137,930043939649982464,Retweeted
930043935409483776,930043353521180672,Retweet
930043353521180672,930043935409483776,Retweeted
930043910570704896,930043032434610176,Retweet
930043032434610176,930043910570704896,Retweeted
930043899179143168,930043022347251713,Retweet
930043022347251713,930043899179143168,Retweeted
930043891985866752,930043353521180672,Retweet
930043353521180672,930043891985866752,Retweeted
930043886302629888,930043734212964353,Retweet
930043734212964353,930043886302629888,Retweeted
930043877712715776,930043345157619713,Retweet
930043345157619713,930043877712715776,Retweeted
930043876886188032,930042551066873856,Retweet
930042551066873856,930043876886188032,Retweeted
930043868048969729,930042815329046528,Retweet
930042815329046528,930043868048969729,Retweeted
930043860549558272,930042551066873856,Retweet
930042551066873856,930043860549558272,Retweeted
930043860465733632,930042894940901376,Retweet
930042894940901376,930043860465733632,Retweeted
930043845894602752,930042828348100608,Retweet
930042828348100608,930043845894602752,Retweeted
930043841083822081,930043353521180672,Retweet
930043353521180672,930043841083822081,Retweeted
930043837397045249,930043231492104194,Retweet
930043231492104194,930043837397045249,Retweeted
930043835669008384,930042571010838528,Retweet
930042571010838528,930043835669008384,Retweeted
930043820888256512,930043172327251968,Retweet
930043172327251968,930043820888256512,Retweeted
930043806086463489,930042754226442240,Retweet
930042754226442240,930043806086463489,Retweeted
930043801032380416,930042754226442240,Retweet
930042754226442240,930043801032380416,Retweeted
930043794736730112,930042828348100608,Retweet
930042828348100608,930043794736730112,Retweeted
930043785135898627,930043223002693632,Retweet
930043223002693632,930043785135898627,Retweeted
930043773115076608,930043485482307584,Retweet
930043485482307584,930043773115076608,Retweeted
930043763388551171,930042754226442240,Retweet
930042754226442240,930043763388551171,Retweeted
930043761425551360,930043353521180672,Retweet
930043353521180672,930043761425551360,Retweeted
930043759441711104,930042830189400064,Retweet
930042830189400064,930043759441711104,Retweeted
930043754660159488,930043475239800832,Retweet
930043475239800832,930043754660159488,Retweeted
930043746074447874,930042828348100608,Retweet
930042828348100608,930043746074447874,Retweeted
930043746032295936,930043172327251968,Retweet
930043172327251968,930043746032295936,Retweeted
930043727703404544,930043172327251968,Retweet
930043172327251968,930043727703404544,Retweeted
930043726185017344,930043397880078336,Retweet
930043397880078336,930043726185017344,Retweeted
930043717184090112,930043141142597633,Retweet
930043141142597633,930043717184090112,Retweeted
930043707365187584,930042701361401857,Retweet
930042701361401857,930043707365187584,Retweeted
930043693289132032,930042745548402688,Retweet
930042745548402688,930043693289132032,Retweeted
930043692135657473,930042564958408704,Retweet
930042564958408704,930043692135657473,Retweeted
930043685533753345,930043422089588737,Retweet
930043422089588737,930043685533753345,Retweeted
930043684275539968,930043353521180672,Retweet
930043353521180672,930043684275539968,Retweeted
930043676738359297,930042317100273664,Retweet
930042317100273664,930043676738359297,Retweeted
930043675647840256,930043353521180672,Retweet
930043353521180672,930043675647840256,Retweeted
930043669825990657,930042922694619136,Retweet
930042922694619136,930043669825990657,Retweeted
930043663618469888,930043618622091266,Retweet
930043618622091266,930043663618469888,Retweeted
930043646971404288,930043353521180672,Retweet
930043353521180672,930043646971404288,Retweeted
930043639555817472,930043353521180672,Retweet
930043353521180672,930043639555817472,Retweeted
930043637496508416,930042754226442240,Retweet
930042754226442240,930043637496508416,Retweeted
930043614838841344,930042828348100608,Retweet
930042828348100608,930043614838841344,Retweeted
930043605296795648,930042577264480256,Retweet
930042577264480256,930043605296795648,Retweeted
930043603757408256,930042453385605120,Retweet
930042453385605120,930043603757408256,Retweeted
930043600036958210,930043032434610176,Retweet
930043032434610176,930043600036958210,Retweeted
930043574372012032,930043172327251968,Retweet
930043172327251968,930043574372012032,Retweeted
930043563743748096,930043022347251713,Retweet
930043022347251713,930043563743748096,Retweeted
930043525177270272,930042828348100608,Retweet
930042828348100608,930043525177270272,Retweeted
930043512279719936,930043353521180672,Retweet
930043353521180672,930043512279719936,Retweeted
930043507628130304,930042525506785281,Retweet
930042525506785281,930043507628130304,Retweeted
930043504402812928,930043172327251968,Retweet
930043172327251968,930043504402812928,Retweeted
930043501705916416,930042608285573121,Retweet
930042608285573121,930043501705916416,Retweeted
930043499373772800,930042828348100608,Retweet
930042828348100608,930043499373772800,Retweeted
930043489378820098,930043353521180672,Retweet
930043353521180672,930043489378820098,Retweeted
930043485599629312,930043224156127232,Retweet
930043224156127232,930043485599629312,Retweeted
930043485549297664,930043063581401088,Retweet
930043063581401088,930043485549297664,Retweeted
930043485045977088,930043032434610176,Retweet
930043032434610176,930043485045977088,Retweeted
930043470395219968,930043353521180672,Retweet
930043353521180672,930043470395219968,Retweeted
930043465127297029,930042585799897088,Retweet
930042585799897088,930043465127297029,Retweeted
930043457896353793,930043353521180672,Retweet
930043353521180672,930043457896353793,Retweeted
930043457833521152,930043353521180672,Retweet
930043353521180672,930043457833521152,Retweeted
930043456352694272,930042910975905792,Retweet
930042910975905792,930043456352694272,Retweeted
930043452942888961,930043172327251968,Retweet
930043172327251968,930043452942888961,Retweeted
930043449151279104,930042828348100608,Retweet
930042828348100608,930043449151279104,Retweeted
930043435997892609,930043119067901952,Retweet
930043119067901952,930043435997892609,Retweeted
930043426959183873,930042828348100608,Retweet
930042828348100608,930043426959183873,Retweeted
930043408315543552,930042828348100608,Retweet
930042828348100608,930043408315543552,Retweeted
930043407287844864,930043110628974593,Retweet
930043110628974593,930043407287844864,Retweeted
930043402955251715,930042769313292289,Retweet
930042769313292289,930043402955251715,Retweeted
930043378099683329,930042922694619136,Retweet
930042922694619136,930043378099683329,Retweeted
930043345824514048,930042638891470848,Retweet
930042638891470848,930043345824514048,Retweeted
930043336710348800,930042769313292289,Retweet
930042769313292289,930043336710348800,Retweeted
930043326870339584,930043113342726144,Retweet
930043113342726144,930043326870339584,Retweeted
930043318758543363,930042922694619136,Retweet
930042922694619136,930043318758543363,Retweeted
930043305391423488,930042804243271680,Retweet
930042804243271680,930043305391423488,Retweeted
930043289813778432,930042317100273664,Retweet
930042317100273664,930043289813778432,Retweeted
930043285724434432,930042767446855680,Retweet
930042767446855680,930043285724434432,Retweeted
930043283979624448,930043141142597633,Retweet
930043141142597633,930043283979624448,Retweeted
930043283933237248,930043118778400769,Retweet
930043118778400769,930043283933237248,Retweeted
930043282373013504,930042828348100608,Retweet
930042828348100608,930043282373013504,Retweeted
930043282159218694,930042862477160449,Retweet
930042862477160449,930043282159218694,Retweeted
930043281630777344,930042769313292289,Retweet
930042769313292289,930043281630777344,Retweeted
930043265205891072,930042925911699457,Retweet
930042925911699457,930043265205891072,Retweeted
930043254883659777,930042641479294976,Retweet
930042641479294976,930043254883659777,Retweeted
930043244297248768,930042828348100608,Retweet
930042828348100608,930043244297248768,Retweeted
930043242157969409,930043206460497921,Retweet
930043206460497921,930043242157969409,Retweeted
930043231685005312,930042344245809152,Retweet
930042344245809152,930043231685005312,Retweeted
930043230808395778,930043022347251713,Retweet
930043022347251713,930043230808395778,Retweeted
930043222029733888,930042925664362496,Retweet
930042925664362496,930043222029733888,Retweeted
930043220935012352,930042422217846784,Retweet
930042422217846784,930043220935012352,Retweeted
930043200642994176,930042532142243840,Retweet
930042532142243840,930043200642994176,Retweeted
930043197555920896,930043132254867457,Retweet
930043132254867457,930043197555920896,Retweeted
930043197387968512,930042754226442240,Retweet
930042754226442240,930043197387968512,Retweeted
930043172239151104,930042828348100608,Retweet
930042828348100608,930043172239151104,Retweeted
930043169722585088,930042769313292289,Retweet
930042769313292289,930043169722585088,Retweeted
930043168757878785,930042828348100608,Retweet
930042828348100608,930043168757878785,Retweeted
930043158540451840,930042828348100608,Retweet
930042828348100608,930043158540451840,Retweeted
930043147685638145,930042754226442240,Retweet
930042754226442240,930043147685638145,Retweeted
930043142786576384,930042754226442240,Retweet
930042754226442240,930043142786576384,Retweeted
930043124725956608,930042828348100608,Retweet
930042828348100608,930043124725956608,Retweeted
930043108972253184,930042740599083008,Retweet
930042740599083008,930043108972253184,Retweeted
930043106937810944,930042894940901376,Retweet
930042894940901376,930043106937810944,Retweeted
930043100336181249,930042828348100608,Retweet
930042828348100608,930043100336181249,Retweeted
930043093738557445,930042828348100608,Retweet
930042828348100608,930043093738557445,Retweeted
930043035454464000,930042422217846784,Retweet
930042422217846784,930043035454464000,Retweeted
930043005557460992,930042686530342913,Retweet
930042686530342913,930043005557460992,Retweeted
930043001228931072,930042941963304960,Retweet
930042941963304960,930043001228931072,Retweeted
930042997005307904,930042317100273664,Retweet
930042317100273664,930042997005307904,Retweeted
930042991720521728,930042828348100608,Retweet
930042828348100608,930042991720521728,Retweeted
930042968886710272,930042754226442240,Retweet
930042754226442240,930042968886710272,Retweeted
930042960414171137,930042828348100608,Retweet
930042828348100608,930042960414171137,Retweeted
930042943641210880,930042745548402688,Retweet
930042745548402688,930042943641210880,Retweeted
930042905535840256,930042754226442240,Retweet
930042754226442240,930042905535840256,Retweeted
930042880504217601,930042453385605120,Retweet
930042453385605120,930042880504217601,Retweeted
930042865069195269,930042424189124608,Retweet
930042424189124608,930042865069195269,Retweeted
930042755266555904,930042623527669760,Retweet
930042623527669760,930042755266555904,Retweeted
930042698383462400,930042666519326720,Retweet
930042666519326720,930042698383462400,Retweeted
930042692184051712,930042572197707783,Retweet
930042572197707783,930042692184051712,Retweeted
930042618007846912,930042458876063744,Retweet
930042458876063744,930042618007846912,Retweeted
930042554468282368,930042532142243840,Retweet
930042532142243840,930042554468282368,Retweeted
930042524839890950,930042444288212992,Retweet
930042444288212992,930042524839890950,Retweeted
