:START_ID(User),:END_ID(Tweet),:TYPE
930045466074480640,15923351,Posted
793696958,930045465034481664,Post
930045465034481664,793696958,Posted
828771397425967104,930045465013338113,Post
930045465013338113,828771397425967104,Posted
827693982050304002,930045464615047168,Post
930045464615047168,827693982050304002,Posted
326700882,930045464141025280,Post
930045464141025280,326700882,Posted
14972572,930045463763570688,Post
930045463763570688,14972572,Posted
363003757,930045463457292288,Post
930045463457292288,363003757,Posted
91995755,930045463201501184,Post
930045463201501184,91995755,Posted
784610138502139904,930045462786330624,Post
930045462786330624,784610138502139904,Posted
15393208,930045461733486592,Post
930045461733486592,15393208,Posted
123411969,930045461368422403,Post
930045461368422403,123411969,Posted
248405844,930045461339234305,Post
930045461339234305,248405844,Posted
19313370,930045461267976192,Post
930045461267976192,19313370,Posted
2356295286,930045460143677440,Post
930045460143677440,2356295286,Posted
735699505182474240,930045459913170945,Post
930045459913170945,735699505182474240,Posted
489022138,930045459669843968,Post
930045459669843968,489022138,Posted
709828169,930045459233722369,Post
930045459233722369,709828169,Posted
4009181855,930045458596159488,Post
930045458596159488,4009181855,Posted
820937411572154370,930045457925066752,Post
930045457925066752,820937411572154370,Posted
16582131,930045457891545088,Post
930045457891545088,16582131,Posted
1965389341,930045457845415936,Post
930045457845415936,1965389341,Posted
829859948502929409,930045456796729344,Post
930045456796729344,829859948502929409,Posted
62439819,930045456461287425,Post
930045456461287425,62439819,Posted
823609518810628098,930045456415047682,Post
930045456415047682,823609518810628098,Posted
930034090874634240,930045456100528128,Post
930045456100528128,930034090874634240,Posted
321817068,930045455500742656,Post
930045455500742656,321817068,Posted
1312141040,930045454745833472,Post
930045454745833472,1312141040,Posted
229005889,930045454175399936,Post
930045454175399936,229005889,Posted
21460496,930045453856632832,Post
930045453856632832,21460496,Posted
309721571,930045452271210496,Post
930045452271210496,309721571,Posted
351312452,930045452094816256,Post
930045452094816256,351312452,Posted
750423143907487744,930045451050586112,Post
930045451050586112,750423143907487744,Posted
37679273,930045450559815680,Post
930045450559815680,37679273,Posted
898445311,930045450509606912,Post
930045450509606912,898445311,Posted
863174570496471040,930045450408857601,Post
930045450408857601,863174570496471040,Posted
718603119194742784,930045450220195840,Post
930045450220195840,718603119194742784,Posted
853234526775988224,930045450031218688,Post
930045450031218688,853234526775988224,Posted
243448254,930045449955889152,Post
930045449955889152,243448254,Posted
2966708117,930045449909817344,Post
930045449909817344,2966708117,Posted
2561859230,930045449762955264,Post
930045449762955264,2561859230,Posted
829296286620848134,930045449482002432,Post
930045449482002432,829296286620848134,Posted
706855907519365120,930045449347784706,Post
930045449347784706,706855907519365120,Posted
747149269845614593,930045449301626881,Post
930045449301626881,747149269845614593,Posted
361657266,930045449121214467,Post
930045449121214467,361657266,Posted
310198397,930045448945102848,Post
930045448945102848,310198397,Posted
528020596,930045448563380225,Post
930045448563380225,528020596,Posted
2796475822,930045448341028865,Post
930045448341028865,2796475822,Posted
706625559502168065,930045448202739712,Post
930045448202739712,706625559502168065,Posted
821673450309873664,930045448085213184,Post
930045448085213184,821673450309873664,Posted
321452942,930045447774916608,Post
930045447774916608,321452942,Posted
16468792,930045447611273217,Post
930045447611273217,16468792,Posted
112702480,930045447430959105,Post
930045447430959105,112702480,Posted
119110911,930045447116349441,Post
930045447116349441,119110911,Posted
17892212,930045447074230272,Post
930045447074230272,17892212,Posted
311140916,930045446965342208,Post
930045446965342208,311140916,Posted
3305615461,930045446424113152,Post
930045446424113152,3305615461,Posted
869723979904413696,930045443077050368,Post
930045443077050368,869723979904413696,Posted
478606913,930045443031158784,Post
930045443031158784,478606913,Posted
1145714328,930045442896822274,Post
930045442896822274,1145714328,Posted
267612420,930045442758463488,Post
930045442758463488,267612420,Posted
2223342146,930045442750021633,Post
930045442750021633,2223342146,Posted
915727759,930045442594877440,Post
930045442594877440,915727759,Posted
34434801,930045442305298433,Post
930045442305298433,34434801,Posted
835724332110393344,930045442225770497,Post
930045442225770497,835724332110393344,Posted
828215051974737920,930045442045464578,Post
930045442045464578,828215051974737920,Posted
282403340,930045441714028544,Post
930045441714028544,282403340,Posted
871489254253150208,930045441026035712,Post
930045441026035712,871489254253150208,Posted
2546189525,930045440283652096,Post
930045440283652096,2546189525,Posted
1068666469,930045439801520129,Post
930045439801520129,1068666469,Posted
50002228,930045438962618369,Post
930045438962618369,50002228,Posted
3226240304,930045438937272321,Post
930045438937272321,3226240304,Posted
724237453,930045438794911744,Post
930045438794911744,724237453,Posted
900155522078437376,930045438723608577,Post
930045438723608577,900155522078437376,Posted
734452725690163200,930045438354444288,Post
930045438354444288,734452725690163200,Posted
860230220732919808,930045438308253696,Post
930045438308253696,860230220732919808,Posted
140954474,930045437511430144,Post
930045437511430144,140954474,Posted
3242676848,930045437460955136,Post
930045437460955136,3242676848,Posted
886409367343566850,930045437041610752,Post
930045437041610752,886409367343566850,Posted
2220492499,930045436135641089,Post
930045436135641089,2220492499,Posted
2756962609,930045436118863873,Post
930045436118863873,2756962609,Posted
819286699041767433,930045436081078272,Post
930045436081078272,819286699041767433,Posted
396139787,930045435976171528,Post
930045435976171528,396139787,Posted
244775054,930045435678519296,Post
930045435678519296,244775054,Posted
508007709,930045435154231296,Post
930045435154231296,508007709,Posted
2864554905,930045434810290177,Post
930045434810290177,2864554905,Posted
2165620538,930045434751434752,Post
930045434751434752,2165620538,Posted
839289767326011393,930045434487242752,Post
930045434487242752,839289767326011393,Posted
14861004,930045434395025409,Post
930045434395025409,14861004,Posted
22481735,930045433724002304,Post
930045433724002304,22481735,Posted
1710339504,930045433589755904,Post
930045433589755904,1710339504,Posted
353880430,930045433057087488,Post
930045433057087488,353880430,Posted
1486180614,930045433002582016,Post
930045433002582016,1486180614,Posted
348669611,930045432985726978,Post
930045432985726978,348669611,Posted
719802375,930045432826298368,Post
930045432826298368,719802375,Posted
1883261514,930045432666787840,Post
930045432666787840,1883261514,Posted
51433856,930045432037769216,Post
930045432037769216,51433856,Posted
171299971,930045431513575424,Post
930045431513575424,171299971,Posted
772913099879829505,930045431475716096,Post
930045431475716096,772913099879829505,Posted
18553881,930045431035424768,Post
930045431035424768,18553881,Posted
929907045108731904,930045430309818368,Post
930045430309818368,929907045108731904,Posted
2356293500,930045430158823424,Post
930045430158823424,2356293500,Posted
872122554403745793,930045430154579968,Post
930045430154579968,872122554403745793,Posted
101534630,930045429756162048,Post
930045429756162048,101534630,Posted
37779545,930045429630324737,Post
930045429630324737,37779545,Posted
821570738440327170,930045429261242369,Post
930045429261242369,821570738440327170,Posted
125413510,930045428560814081,Post
930045428560814081,125413510,Posted
2807365255,930045428480950274,Post
930045428480950274,2807365255,Posted
832306794483609600,930045428288061440,Post
930045428288061440,832306794483609600,Posted
225831913,930045427721887745,Post
930045427721887745,225831913,Posted
814127253932179457,930045427692564480,Post
930045427692564480,814127253932179457,Posted
708787593215926272,930045427629613056,Post
930045427629613056,708787593215926272,Posted
757883076621971456,930045427365408768,Post
930045427365408768,757883076621971456,Posted
880581516,930045427306545154,Post
930045427306545154,880581516,Posted
1245906703,930045427239477248,Post
930045427239477248,1245906703,Posted
913178521081704448,930045426899804160,Post
930045426899804160,913178521081704448,Posted
68754997,930045426811666432,Post
930045426811666432,68754997,Posted
26900055,930045426778165248,Post
930045426778165248,26900055,Posted
92454404,930045426530766850,Post
930045426530766850,92454404,Posted
820363149073416193,930045426270638080,Post
930045426270638080,820363149073416193,Posted
3071185481,930045425788186626,Post
930045425788186626,3071185481,Posted
2428873537,930045425477877762,Post
930045425477877762,2428873537,Posted
816867844130537474,930045425435971584,Post
930045425435971584,816867844130537474,Posted
3133845021,930045425394077696,Post
930045425394077696,3133845021,Posted
742011927023390721,930045424852856832,Post
930045424852856832,742011927023390721,Posted
818377592092971008,930045424806780928,Post
930045424806780928,818377592092971008,Posted
736538966749417473,930045424806723584,Post
930045424806723584,736538966749417473,Posted
748718997911339008,930045424794087424,Post
930045424794087424,748718997911339008,Posted
736600256540905472,930045424785752065,Post
930045424785752065,736600256540905472,Posted
736834689529319424,930045424785747968,Post
930045424785747968,736834689529319424,Posted
1107734389,930045424781709312,Post
930045424781709312,1107734389,Posted
735818742207127552,930045424462839816,Post
930045424462839816,735818742207127552,Posted
748945368126099456,930045424450203648,Post
930045424450203648,748945368126099456,Posted
735345887724109825,930045424446013440,Post
930045424446013440,735345887724109825,Posted
736031322116784129,930045424446009349,Post
930045424446009349,736031322116784129,Posted
765524536603226112,930045424437682176,Post
930045424437682176,765524536603226112,Posted
810467869318258688,930045424429182977,Post
930045424429182977,810467869318258688,Posted
805097623162126336,930045424416649218,Post
930045424416649218,805097623162126336,Posted
752669964247572480,930045424404119554,Post
930045424404119554,752669964247572480,Posted
815155706169032704,930045424387342336,Post
930045424387342336,815155706169032704,Posted
355307690,930045424227966977,Post
930045424227966977,355307690,Posted
863621459763118080,930045424131497984,Post
930045424131497984,863621459763118080,Posted
755616083621457920,930045424009752578,Post
930045424009752578,755616083621457920,Posted
733938100917784576,930045423988781056,Post
930045423988781056,733938100917784576,Posted
148556679,930045423980564480,Post
930045423980564480,148556679,Posted
779951186271150080,930045423477194752,Post
930045423477194752,779951186271150080,Posted
251436481,930045423166902272,Post
930045423166902272,251436481,Posted
2310929707,930045423158521856,Post
930045423158521856,2310929707,Posted
164489405,930045422818791424,Post
930045422818791424,164489405,Posted
886209326800662528,930045422395187200,Post
930045422395187200,886209326800662528,Posted
3763731675,930045422390927360,Post
930045422390927360,3763731675,Posted
810478155119009792,930045422256525312,Post
930045422256525312,810478155119009792,Posted
283730374,930045422218960897,Post
930045422218960897,283730374,Posted
707562337922785280,930045422147530753,Post
930045422147530753,707562337922785280,Posted
811485919815442432,930045422143397888,Post
930045422143397888,811485919815442432,Posted
830402897351475200,930045422139088896,Post
930045422139088896,830402897351475200,Posted
898913528890785793,930045422122311685,Post
930045422122311685,898913528890785793,Posted
757573815719325696,930045422122307584,Post
930045422122307584,757573815719325696,Posted
744518734300078080,930045422113996806,Post
930045422113996806,744518734300078080,Posted
3549141317,930045422093049856,Post
930045422093049856,3549141317,Posted
